Storm ID,Cumulative Storm Time (hours),Intensity Profile (mm/hr)
Ex_Tips_2024_06_30,8.7,0.06
Ex_Tips_2024_06_30,8.7167,0.06
Ex_Tips_2024_06_30,8.7333,0.06
Ex_Tips_2024_06_30,8.75,0.06
Ex_Tips_2024_06_30,8.7667,0.06
Ex_Tips_2024_06_30,8.7833,0.06
Ex_Tips_2024_06_30,8.8,0.06
Ex_Tips_2024_06_30,8.8167,0.06
Ex_Tips_2024_06_30,8.8333,0.06
Ex_Tips_2024_06_30,8.85,0.06
Ex_Tips_2024_06_30,8.8667,0.06
Ex_Tips_2024_06_30,8.8833,0.06
Ex_Tips_2024_06_30,8.9,0.06
Ex_Tips_2024_06_30,8.9167,0.06
Ex_Tips_2024_06_30,8.9333,0.06
Ex_Tips_2024_06_30,8.95,0.06
Ex_Tips_2024_06_30,8.9667,0.06
Ex_Tips_2024_06_30,8.9833,0.06
Ex_Tips_2024_06_30,9.0,0.06
Ex_Tips_2024_06_30,9.0167,0.06
Ex_Tips_2024_06_30,9.0333,0.06
Ex_Tips_2024_06_30,9.05,0.06
Ex_Tips_2024_06_30,9.0667,0.06
Ex_Tips_2024_06_30,9.0833,0.06
Ex_Tips_2024_06_30,9.1,0.06
Ex_Tips_2024_06_30,9.1167,0.06
Ex_Tips_2024_06_30,9.1333,0.06
Ex_Tips_2024_06_30,9.15,0.06
Ex_Tips_2024_06_30,9.1667,0.06
Ex_Tips_2024_06_30,9.1833,0.06
Ex_Tips_2024_06_30,9.2,0.06
Ex_Tips_2024_06_30,9.2167,0.06
Ex_Tips_2024_06_30,9.2333,0.06
Ex_Tips_2024_06_30,9.25,0.06
Ex_Tips_2024_06_30,9.2667,0.06
Ex_Tips_2024_06_30,9.2833,0.06
Ex_Tips_2024_06_30,9.3,0.06
Ex_Tips_2024_06_30,9.3167,0.06
Ex_Tips_2024_06_30,9.3333,0.06
Ex_Tips_2024_06_30,9.35,0.06
Ex_Tips_2024_06_30,9.3667,0.06
Ex_Tips_2024_06_30,9.3833,0.06
Ex_Tips_2024_06_30,9.4,0.06
Ex_Tips_2024_06_30,9.4167,0.06
Ex_Tips_2024_06_30,9.4333,0.06
Ex_Tips_2024_06_30,9.45,0.06
Ex_Tips_2024_06_30,9.4667,0.06
Ex_Tips_2024_06_30,9.4833,0.06
Ex_Tips_2024_06_30,9.5,0.06
Ex_Tips_2024_06_30,9.5167,0.06
Ex_Tips_2024_06_30,9.5333,0.06
Ex_Tips_2024_06_30,9.55,0.06
Ex_Tips_2024_06_30,9.5667,0.06
Ex_Tips_2024_06_30,9.5833,0.06
Ex_Tips_2024_06_30,9.6,0.06
Ex_Tips_2024_06_30,9.6167,0.84
Ex_Tips_2024_06_30,9.6333,1.68
Ex_Tips_2024_06_30,9.65,2.03
Ex_Tips_2024_06_30,9.6667,2.38
Ex_Tips_2024_06_30,9.6833,2.51
Ex_Tips_2024_06_30,9.7,2.6
Ex_Tips_2024_06_30,9.7167,2.68
Ex_Tips_2024_06_30,9.7333,2.77
Ex_Tips_2024_06_30,9.75,2.85
Ex_Tips_2024_06_30,9.7667,2.93
Ex_Tips_2024_06_30,9.7833,3.02
Ex_Tips_2024_06_30,9.8,3.1
Ex_Tips_2024_06_30,9.8167,3.19
Ex_Tips_2024_06_30,9.8333,3.28
Ex_Tips_2024_06_30,9.85,3.37
Ex_Tips_2024_06_30,9.8667,2.69
Ex_Tips_2024_06_30,9.8833,1.95
Ex_Tips_2024_06_30,9.9,1.69
Ex_Tips_2024_06_30,9.9167,1.43
Ex_Tips_2024_06_30,9.9333,1.39
Ex_Tips_2024_06_30,9.95,1.41
Ex_Tips_2024_06_30,9.9667,1.37
Ex_Tips_2024_06_30,9.9833,1.3
Ex_Tips_2024_06_30,10.0,1.24
Ex_Tips_2024_06_30,10.0167,1.18
Ex_Tips_2024_06_30,10.0333,1.11
Ex_Tips_2024_06_30,10.05,1.05
Ex_Tips_2024_06_30,10.0667,0.99
Ex_Tips_2024_06_30,10.0833,0.91
Ex_Tips_2024_06_30,10.1,0.84
Ex_Tips_2024_06_30,10.1167,0.77
Ex_Tips_2024_06_30,10.1333,0.69
Ex_Tips_2024_06_30,10.15,0.62
Ex_Tips_2024_06_30,10.1667,0.54
Ex_Tips_2024_06_30,10.1833,0.47
Ex_Tips_2024_06_30,10.2,0.39
Ex_Tips_2024_06_30,10.2167,0.37
Ex_Tips_2024_06_30,10.2333,0.37
Ex_Tips_2024_06_30,10.25,0.37
Ex_Tips_2024_06_30,10.2667,0.37
Ex_Tips_2024_06_30,10.2833,0.37
Ex_Tips_2024_06_30,10.3,0.37
Ex_Tips_2024_06_30,10.3167,0.37
Ex_Tips_2024_06_30,10.3333,0.37
Ex_Tips_2024_06_30,10.35,0.37
Ex_Tips_2024_06_30,10.3667,0.37
Ex_Tips_2024_06_30,10.3833,0.37
Ex_Tips_2024_06_30,10.4,0.37
Ex_Tips_2024_06_30,10.4167,0.37
Ex_Tips_2024_06_30,10.4333,0.37
Ex_Tips_2024_06_30,10.45,0.37
Ex_Tips_2024_06_30,10.4667,0.37
Ex_Tips_2024_06_30,10.4833,0.37
Ex_Tips_2024_06_30,10.5,0.37
Ex_Tips_2024_06_30,10.5167,0.37
Ex_Tips_2024_06_30,10.5333,0.37
Ex_Tips_2024_06_30,10.55,0.38
Ex_Tips_2024_06_30,10.5667,0.38
Ex_Tips_2024_06_30,10.5833,0.38
Ex_Tips_2024_06_30,10.6,0.39
Ex_Tips_2024_06_30,10.6167,0.39
Ex_Tips_2024_06_30,10.6333,0.39
Ex_Tips_2024_06_30,10.65,0.39
Ex_Tips_2024_06_30,10.6667,0.4
Ex_Tips_2024_06_30,10.6833,0.4
Ex_Tips_2024_06_30,10.7,0.4
Ex_Tips_2024_06_30,10.7167,0.41
Ex_Tips_2024_06_30,10.7333,0.41
Ex_Tips_2024_06_30,10.75,0.41
Ex_Tips_2024_06_30,10.7667,0.41
Ex_Tips_2024_06_30,10.7833,0.41
Ex_Tips_2024_06_30,10.8,0.41
Ex_Tips_2024_06_30,10.8167,0.41
Ex_Tips_2024_06_30,10.8333,0.41
Ex_Tips_2024_06_30,10.85,0.41
Ex_Tips_2024_06_30,10.8667,0.41
Ex_Tips_2024_06_30,10.8833,0.41
Ex_Tips_2024_06_30,10.9,0.41
Ex_Tips_2024_06_30,10.9167,0.41
Ex_Tips_2024_06_30,10.9333,0.41
Ex_Tips_2024_06_30,10.95,0.41
Ex_Tips_2024_06_30,10.9667,0.41
Ex_Tips_2024_06_30,10.9833,0.41
Ex_Tips_2024_06_30,11.0,0.46
Ex_Tips_2024_06_30,11.0167,0.51
Ex_Tips_2024_06_30,11.0333,0.56
Ex_Tips_2024_06_30,11.05,0.61
Ex_Tips_2024_06_30,11.0667,0.66
Ex_Tips_2024_06_30,11.0833,0.71
Ex_Tips_2024_06_30,11.1,0.76
Ex_Tips_2024_06_30,11.1167,0.81
Ex_Tips_2024_06_30,11.1333,0.85
Ex_Tips_2024_06_30,11.15,0.9
Ex_Tips_2024_06_30,11.1667,0.94
Ex_Tips_2024_06_30,11.1833,0.97
Ex_Tips_2024_06_30,11.2,0.99
Ex_Tips_2024_06_30,11.2167,1.01
Ex_Tips_2024_06_30,11.2333,1.04
Ex_Tips_2024_06_30,11.25,1.02
Ex_Tips_2024_06_30,11.2667,0.99
Ex_Tips_2024_06_30,11.2833,0.97
Ex_Tips_2024_06_30,11.3,0.94
Ex_Tips_2024_06_30,11.3167,0.92
Ex_Tips_2024_06_30,11.3333,0.89
Ex_Tips_2024_06_30,11.35,0.87
Ex_Tips_2024_06_30,11.3667,0.84
Ex_Tips_2024_06_30,11.3833,0.82
Ex_Tips_2024_06_30,11.4,0.8
Ex_Tips_2024_06_30,11.4167,0.78
Ex_Tips_2024_06_30,11.4333,0.76
Ex_Tips_2024_06_30,11.45,0.74
Ex_Tips_2024_06_30,11.4667,0.72
Ex_Tips_2024_06_30,11.4833,0.7
Ex_Tips_2024_06_30,11.5,0.69
Ex_Tips_2024_06_30,11.5167,0.67
Ex_Tips_2024_06_30,11.5333,0.65
Ex_Tips_2024_06_30,11.55,0.63
Ex_Tips_2024_06_30,11.5667,0.61
Ex_Tips_2024_06_30,11.5833,0.59
Ex_Tips_2024_06_30,11.6,0.57
Ex_Tips_2024_06_30,11.6167,0.56
Ex_Tips_2024_06_30,11.6333,0.54
Ex_Tips_2024_06_30,11.65,0.52
Ex_Tips_2024_06_30,11.6667,0.5
Ex_Tips_2024_06_30,11.6833,0.5
Ex_Tips_2024_06_30,11.7,0.5
Ex_Tips_2024_06_30,11.7167,0.5
Ex_Tips_2024_06_30,11.7333,0.5
Ex_Tips_2024_06_30,11.75,0.5
Ex_Tips_2024_06_30,11.7667,0.5
Ex_Tips_2024_06_30,11.7833,0.5
Ex_Tips_2024_06_30,11.8,0.5
Ex_Tips_2024_06_30,11.8167,0.53
Ex_Tips_2024_06_30,11.8333,0.61
Ex_Tips_2024_06_30,11.85,0.69
Ex_Tips_2024_06_30,11.8667,0.77
Ex_Tips_2024_06_30,11.8833,0.85
Ex_Tips_2024_06_30,11.9,0.92
Ex_Tips_2024_06_30,11.9167,1.0
Ex_Tips_2024_06_30,11.9333,1.12
Ex_Tips_2024_06_30,11.95,1.36
Ex_Tips_2024_06_30,11.9667,1.61
Ex_Tips_2024_06_30,11.9833,1.91
Ex_Tips_2024_06_30,12.0,2.33
Ex_Tips_2024_06_30,12.0167,2.84
Ex_Tips_2024_06_30,12.0333,3.44
Ex_Tips_2024_06_30,12.05,4.07
Ex_Tips_2024_06_30,12.0667,4.39
Ex_Tips_2024_06_30,12.0833,4.65
Ex_Tips_2024_06_30,12.1,4.62
Ex_Tips_2024_06_30,12.1167,4.58
Ex_Tips_2024_06_30,12.1333,4.55
Ex_Tips_2024_06_30,12.15,4.51
Ex_Tips_2024_06_30,12.1667,4.48
Ex_Tips_2024_06_30,12.1833,4.41
Ex_Tips_2024_06_30,12.2,4.21
Ex_Tips_2024_06_30,12.2167,4.01
Ex_Tips_2024_06_30,12.2333,3.75
Ex_Tips_2024_06_30,12.25,3.37
Ex_Tips_2024_07_01,0.25,0.92
Ex_Tips_2024_07_01,0.2667,0.56
Ex_Tips_2024_07_01,0.2833,0.21
Ex_Tips_2024_07_01,0.3,0.14
Ex_Tips_2024_07_01,0.3167,0.14
Ex_Tips_2024_07_01,0.3333,0.14
Ex_Tips_2024_07_01,0.35,0.14
Ex_Tips_2024_07_01,0.3667,0.14
Ex_Tips_2024_07_01,0.3833,0.14
Ex_Tips_2024_07_01,0.4,0.14
Ex_Tips_2024_07_01,0.4167,0.14
Ex_Tips_2024_07_01,0.4333,0.14
Ex_Tips_2024_07_01,0.45,0.14
Ex_Tips_2024_07_01,0.4667,0.14
Ex_Tips_2024_07_01,0.4833,0.14
Ex_Tips_2024_07_01,0.5,0.14
Ex_Tips_2024_07_01,0.5167,0.14
Ex_Tips_2024_07_01,0.5333,0.14
Ex_Tips_2024_07_01,0.55,0.14
Ex_Tips_2024_07_01,0.5667,0.14
Ex_Tips_2024_07_01,0.5833,0.14
Ex_Tips_2024_07_01,0.6,0.14
Ex_Tips_2024_07_01,0.6167,0.14
Ex_Tips_2024_07_01,0.6333,0.14
Ex_Tips_2024_07_01,0.65,0.14
Ex_Tips_2024_07_01,0.6667,0.14
Ex_Tips_2024_07_01,0.6833,0.14
Ex_Tips_2024_07_01,0.7,0.14
Ex_Tips_2024_07_01,0.7167,0.14
Ex_Tips_2024_07_01,0.7333,0.14
Ex_Tips_2024_07_01,0.75,0.14
Ex_Tips_2024_07_01,0.7667,0.14
Ex_Tips_2024_07_01,0.7833,0.14
Ex_Tips_2024_07_01,0.8,0.14
Ex_Tips_2024_07_01,0.8167,0.14
Ex_Tips_2024_07_01,0.8333,0.14
Ex_Tips_2024_07_01,0.85,0.14
Ex_Tips_2024_07_01,0.8667,0.14
Ex_Tips_2024_07_01,0.8833,0.14
Ex_Tips_2024_07_01,0.9,0.14
Ex_Tips_2024_07_01,0.9167,0.14
Ex_Tips_2024_07_01,0.9333,0.14
Ex_Tips_2024_07_01,0.95,0.14
Ex_Tips_2024_07_01,0.9667,0.14
Ex_Tips_2024_07_01,0.9833,0.14
Ex_Tips_2024_07_01,1.0,0.14
Ex_Tips_2024_07_01,1.0167,0.14
Ex_Tips_2024_07_01,1.0333,0.14
Ex_Tips_2024_07_01,1.05,0.14
Ex_Tips_2024_07_01,1.0667,0.14
Ex_Tips_2024_07_01,1.0833,0.14
Ex_Tips_2024_07_01,1.1,0.14
Ex_Tips_2024_07_01,1.1167,0.14
Ex_Tips_2024_07_01,1.1333,0.14
Ex_Tips_2024_07_01,1.15,0.14
Ex_Tips_2024_07_01,1.1667,0.14
Ex_Tips_2024_07_01,1.1833,0.14
Ex_Tips_2024_07_01,1.2,0.14
Ex_Tips_2024_07_01,1.2167,0.14
Ex_Tips_2024_07_01,1.2333,0.14
Ex_Tips_2024_07_01,1.25,0.14
Ex_Tips_2024_07_01,1.2667,0.14
Ex_Tips_2024_07_01,1.2833,0.14
Ex_Tips_2024_07_01,1.3,0.14
Ex_Tips_2024_07_01,1.3167,0.14
Ex_Tips_2024_07_01,1.3333,0.14
Ex_Tips_2024_07_01,1.35,0.14
Ex_Tips_2024_07_01,1.3667,0.14
Ex_Tips_2024_07_01,1.3833,0.14
Ex_Tips_2024_07_01,1.4,0.14
Ex_Tips_2024_07_01,1.4167,0.14
Ex_Tips_2024_07_01,1.4333,0.14
Ex_Tips_2024_07_01,1.45,0.17
Ex_Tips_2024_07_01,1.4667,0.26
Ex_Tips_2024_07_01,1.4833,0.35
Ex_Tips_2024_07_01,1.5,0.44
Ex_Tips_2024_07_01,1.5167,0.52
Ex_Tips_2024_07_01,1.5333,0.61
Ex_Tips_2024_07_01,1.55,0.7
Ex_Tips_2024_07_01,1.5667,0.79
Ex_Tips_2024_07_01,1.5833,0.96
Ex_Tips_2024_07_01,1.6,1.51
Ex_Tips_2024_07_01,1.6167,2.55
Ex_Tips_2024_07_01,1.6333,3.57
Ex_Tips_2024_07_01,1.65,4.43
Ex_Tips_2024_07_01,1.6667,5.09
Ex_Tips_2024_07_01,1.6833,5.6
Ex_Tips_2024_07_01,1.7,5.58
Ex_Tips_2024_07_01,1.7167,5.49
Ex_Tips_2024_07_01,1.7333,5.41
Ex_Tips_2024_07_01,1.75,5.32
Ex_Tips_2024_07_01,1.7667,5.23
Ex_Tips_2024_07_01,1.7833,5.14
Ex_Tips_2024_07_01,1.8,5.05
Ex_Tips_2024_07_01,1.8167,4.96
Ex_Tips_2024_07_01,1.8333,4.79
Ex_Tips_2024_07_01,1.85,4.25
Ex_Tips_2024_07_01,1.8667,3.21
Ex_Tips_2024_07_01,1.8833,2.19
Ex_Tips_2024_07_01,1.9,1.34
Ex_Tips_2024_07_01,1.9167,0.68
Ex_Tips_2024_07_01,1.9333,0.17
Ex_Tips_2024_07_01,1.95,0.16
Ex_Tips_2024_07_01,1.9667,0.16
Ex_Tips_2024_07_01,1.9833,0.16
Ex_Tips_2024_07_01,2.0,0.16
Ex_Tips_2024_07_01,2.0167,0.16
Ex_Tips_2024_07_01,2.0333,0.16
Ex_Tips_2024_07_01,2.05,0.16
Ex_Tips_2024_07_01,2.0667,0.16
Ex_Tips_2024_07_01,2.0833,0.16
Ex_Tips_2024_07_01,2.1,0.16
Ex_Tips_2024_07_01,2.1167,0.16
Ex_Tips_2024_07_01,2.1333,0.16
Ex_Tips_2024_07_01,2.15,0.16
Ex_Tips_2024_07_01,2.1667,0.16
Ex_Tips_2024_07_01,2.1833,0.16
Ex_Tips_2024_07_01,2.2,0.16
Ex_Tips_2024_07_01,2.2167,0.16
Ex_Tips_2024_07_01,2.2333,0.16
Ex_Tips_2024_07_01,2.25,0.16
Ex_Tips_2024_07_01,2.2667,0.16
Ex_Tips_2024_07_01,2.2833,0.16
Ex_Tips_2024_07_01,2.3,0.16
Ex_Tips_2024_07_01,2.3167,0.16
Ex_Tips_2024_07_01,2.3333,0.16
Ex_Tips_2024_07_01,2.35,0.16
Ex_Tips_2024_07_01,2.3667,0.16
Ex_Tips_2024_07_01,2.3833,0.16
Ex_Tips_2024_07_01,2.4,0.16
Ex_Tips_2024_07_01,2.4167,0.16
Ex_Tips_2024_07_01,2.4333,0.16
Ex_Tips_2024_07_01,2.45,0.16
Ex_Tips_2024_07_01,2.4667,0.16
Ex_Tips_2024_07_01,2.4833,0.16
Ex_Tips_2024_07_01,2.5,0.16
Ex_Tips_2024_07_01,2.5167,0.16
Ex_Tips_2024_07_01,2.5333,0.16
Ex_Tips_2024_07_01,2.55,0.16
Ex_Tips_2024_07_01,2.5667,0.16
Ex_Tips_2024_07_01,2.5833,0.16
Ex_Tips_2024_07_01,2.6,0.16
Ex_Tips_2024_07_01,2.6167,0.16
Ex_Tips_2024_07_01,2.6333,0.16
Ex_Tips_2024_07_01,2.65,0.16
Ex_Tips_2024_07_01,2.6667,0.16
Ex_Tips_2024_07_01,2.6833,0.16
Ex_Tips_2024_07_01,2.7,0.16
Ex_Tips_2024_07_01,2.7167,0.16
Ex_Tips_2024_07_01,2.7333,0.16
Ex_Tips_2024_07_01,2.75,0.16
Ex_Tips_2024_07_01,2.7667,0.16
Ex_Tips_2024_07_01,2.7833,0.16
Ex_Tips_2024_07_01,2.8,0.16
Ex_Tips_2024_07_01,2.8167,0.16
Ex_Tips_2024_07_01,2.8333,0.16
Ex_Tips_2024_07_01,2.85,0.16
Ex_Tips_2024_07_01,2.8667,0.16
Ex_Tips_2024_07_01,2.8833,0.16
Ex_Tips_2024_07_01,2.9,0.16
Ex_Tips_2024_07_01,2.9167,0.16
Ex_Tips_2024_07_01,2.9333,0.16
Ex_Tips_2024_07_01,2.95,0.17
Ex_Tips_2024_07_01,2.9667,0.22
Ex_Tips_2024_07_01,2.9833,0.27
Ex_Tips_2024_07_01,3.0,0.33
Ex_Tips_2024_07_01,3.0167,0.38
Ex_Tips_2024_07_01,3.0333,0.44
Ex_Tips_2024_07_01,3.05,0.49
Ex_Tips_2024_07_01,3.0667,0.54
Ex_Tips_2024_07_01,3.0833,0.6
Ex_Tips_2024_07_01,3.1,0.65
Ex_Tips_2024_07_01,3.1167,0.7
Ex_Tips_2024_07_01,3.1333,0.76
Ex_Tips_2024_07_01,3.15,0.81
Ex_Tips_2024_07_01,3.1667,0.85
Ex_Tips_2024_07_01,3.1833,0.89
Ex_Tips_2024_07_01,3.2,0.92
Ex_Tips_2024_07_01,3.2167,0.91
Ex_Tips_2024_07_01,3.2333,0.89
Ex_Tips_2024_07_01,3.25,0.88
Ex_Tips_2024_07_01,3.2667,0.87
Ex_Tips_2024_07_01,3.2833,0.85
Ex_Tips_2024_07_01,3.3,0.84
Ex_Tips_2024_07_01,3.3167,0.82
Ex_Tips_2024_07_01,3.3333,0.81
Ex_Tips_2024_07_01,3.35,0.79
Ex_Tips_2024_07_01,3.3667,0.78
Ex_Tips_2024_07_01,3.3833,0.76
Ex_Tips_2024_07_01,3.4,0.75
Ex_Tips_2024_07_01,3.4167,0.74
Ex_Tips_2024_07_01,3.4333,1.22
Ex_Tips_2024_07_01,3.45,1.82
Ex_Tips_2024_07_01,3.4667,2.29
Ex_Tips_2024_07_01,3.4833,2.66
Ex_Tips_2024_07_01,3.5,3.18
Ex_Tips_2024_07_01,3.5167,4.35
Ex_Tips_2024_07_01,3.5333,5.94
Ex_Tips_2024_07_01,3.55,7.27
Ex_Tips_2024_07_01,3.5667,7.82
Ex_Tips_2024_07_01,3.5833,8.15
Ex_Tips_2024_07_01,3.6,8.3
Ex_Tips_2024_07_01,3.6167,8.36
Ex_Tips_2024_07_01,3.6333,8.42
Ex_Tips_2024_07_01,3.65,8.48
Ex_Tips_2024_07_01,3.6667,8.55
Ex_Tips_2024_07_01,3.6833,8.13
Ex_Tips_2024_07_01,3.7,7.59
Ex_Tips_2024_07_01,3.7167,7.13
Ex_Tips_2024_07_01,3.7333,6.72
Ex_Tips_2024_07_01,3.75,6.16
Ex_Tips_2024_07_01,3.7667,4.95
Ex_Tips_2024_07_01,3.7833,3.31
Ex_Tips_2024_07_01,3.8,1.95
Ex_Tips_2024_07_01,3.8167,1.35
Ex_Tips_2024_07_01,3.8333,0.98
Ex_Tips_2024_07_01,3.85,0.8
Ex_Tips_2024_07_01,3.8667,0.7
Ex_Tips_2024_07_01,3.8833,0.59
Ex_Tips_2024_07_01,3.9,0.49
Ex_Tips_2024_07_01,3.9167,0.39
Ex_Tips_2024_07_01,3.9333,0.28
Ex_Tips_2024_07_01,3.95,0.18
Ex_Tips_2024_07_01,3.9667,0.13
Ex_Tips_2024_07_01,3.9833,0.13
Ex_Tips_2024_07_01,4.0,0.13
Ex_Tips_2024_07_01,4.0167,0.13
Ex_Tips_2024_07_01,4.0333,0.13
Ex_Tips_2024_07_01,4.05,0.13
Ex_Tips_2024_07_01,4.0667,0.13
Ex_Tips_2024_07_01,4.0833,0.13
Ex_Tips_2024_07_01,4.1,0.13
Ex_Tips_2024_07_01,4.1167,0.13
Ex_Tips_2024_07_01,4.1333,0.13
Ex_Tips_2024_07_01,4.15,0.13
Ex_Tips_2024_07_01,4.1667,0.13
Ex_Tips_2024_07_01,4.1833,0.13
Ex_Tips_2024_07_01,4.2,0.13
Ex_Tips_2024_07_01,4.2167,0.13
Ex_Tips_2024_07_01,4.2333,0.13
Ex_Tips_2024_07_01,4.25,0.13
Ex_Tips_2024_07_01,4.2667,0.13
Ex_Tips_2024_07_01,4.2833,0.13
Ex_Tips_2024_07_01,4.3,0.13
Ex_Tips_2024_07_01,4.3167,0.13
Ex_Tips_2024_07_01,4.3333,0.13
Ex_Tips_2024_07_01,4.35,0.13
Ex_Tips_2024_07_01,4.3667,0.13
Ex_Tips_2024_07_01,4.3833,0.13
Ex_Tips_2024_07_01,4.4,0.13
Ex_Tips_2024_07_01,4.4167,0.13
Ex_Tips_2024_07_01,4.4333,0.13
Ex_Tips_2024_07_01,4.45,0.13
Ex_Tips_2024_07_01,4.4667,0.13
Ex_Tips_2024_07_01,4.4833,0.13
Ex_Tips_2024_07_01,4.5,0.13
Ex_Tips_2024_07_01,4.5167,0.13
Ex_Tips_2024_07_01,4.5333,0.13
Ex_Tips_2024_07_01,4.55,0.13
Ex_Tips_2024_07_01,4.5667,0.13
Ex_Tips_2024_07_01,4.5833,0.13
Ex_Tips_2024_07_01,4.6,0.13
Ex_Tips_2024_07_01,4.6167,0.13
Ex_Tips_2024_07_01,4.6333,0.13
Ex_Tips_2024_07_01,4.65,0.13
Ex_Tips_2024_07_01,4.6667,0.13
Ex_Tips_2024_07_01,4.6833,0.13
Ex_Tips_2024_07_01,4.7,0.13
Ex_Tips_2024_07_01,4.7167,0.13
Ex_Tips_2024_07_01,4.7333,0.13
Ex_Tips_2024_07_01,4.75,0.13
Ex_Tips_2024_07_01,4.7667,0.13
Ex_Tips_2024_07_01,4.7833,0.13
Ex_Tips_2024_07_01,4.8,0.13
Ex_Tips_2024_07_01,4.8167,0.13
Ex_Tips_2024_07_01,4.8333,0.13
Ex_Tips_2024_07_01,4.85,0.13
Ex_Tips_2024_07_01,4.8667,0.13
Ex_Tips_2024_07_01,4.8833,0.13
Ex_Tips_2024_07_01,4.9,0.13
Ex_Tips_2024_07_01,4.9167,0.13
Ex_Tips_2024_07_01,4.9333,0.13
Ex_Tips_2024_07_01,4.95,0.13
Ex_Tips_2024_07_01,4.9667,0.13
Ex_Tips_2024_07_01,4.9833,0.13
Ex_Tips_2024_07_01,5.0,0.13
Ex_Tips_2024_07_01,5.0167,0.13
Ex_Tips_2024_07_01,5.0333,0.13
Ex_Tips_2024_07_01,5.05,0.13
Ex_Tips_2024_07_01,5.0667,0.13
Ex_Tips_2024_07_01,5.0833,0.13
Ex_Tips_2024_07_01,5.1,0.13
Ex_Tips_2024_07_01,5.1167,0.13
Ex_Tips_2024_07_01,5.1333,0.13
Ex_Tips_2024_07_01,5.15,0.13
Ex_Tips_2024_07_01,5.1667,0.13
Ex_Tips_2024_07_01,5.1833,0.13
Ex_Tips_2024_07_25,0.25,1.06
Ex_Tips_2024_07_25,0.2667,1.15
Ex_Tips_2024_07_25,0.2833,1.24
Ex_Tips_2024_07_25,0.3,1.33
Ex_Tips_2024_07_29,0.25,1.14
Ex_Tips_2024_07_29,0.2667,1.09
Ex_Tips_2024_07_29,0.2833,1.05
Ex_Tips_2024_07_29,0.3,1.01
Ex_Tips_2024_07_29,0.3167,0.96
Ex_Tips_2024_07_29,0.3333,0.92
Ex_Tips_2024_07_29,0.35,0.87
Ex_Tips_2024_07_29,0.3667,0.83
Ex_Tips_2024_07_29,0.3833,0.78
Ex_Tips_2024_07_29,0.4,0.77
Ex_Tips_2024_07_29,0.4167,0.8
Ex_Tips_2024_07_29,0.4333,0.84
Ex_Tips_2024_07_29,0.45,0.88
Ex_Tips_2024_07_29,0.4667,0.92
Ex_Tips_2024_07_29,0.4833,0.96
Ex_Tips_2024_07_29,0.5,1.0
Ex_Tips_2024_07_29,0.5167,1.04
Ex_Tips_2024_07_29,0.5333,1.08
Ex_Tips_2024_07_29,0.55,1.13
Ex_Tips_2024_07_29,0.5667,1.21
Ex_Tips_2024_07_29,0.5833,1.29
Ex_Tips_2024_07_29,0.6,1.37
Ex_Tips_2024_07_29,0.6167,1.45
Ex_Tips_2024_07_29,0.6333,1.53
Ex_Tips_2024_07_29,0.65,1.61
Ex_Tips_2024_07_29,0.6667,1.65
Ex_Tips_2024_07_29,0.6833,1.7
Ex_Tips_2024_07_29,0.7,1.74
Ex_Tips_2024_07_29,0.7167,1.79
Ex_Tips_2024_07_29,0.7333,1.83
Ex_Tips_2024_07_29,0.75,1.88
Ex_Tips_2024_07_29,0.7667,1.97
Ex_Tips_2024_07_29,0.7833,2.06
Ex_Tips_2024_07_29,0.8,2.14
Ex_Tips_2024_07_29,0.8167,2.19
Ex_Tips_2024_07_29,0.8333,2.19
Ex_Tips_2024_07_29,0.85,2.18
Ex_Tips_2024_07_29,0.8667,2.16
Ex_Tips_2024_07_29,0.8833,2.15
Ex_Tips_2024_07_29,0.9,2.14
Ex_Tips_2024_07_29,0.9167,2.12
Ex_Tips_2024_07_29,0.9333,2.1
Ex_Tips_2024_07_29,0.95,2.04
Ex_Tips_2024_07_29,0.9667,1.97
Ex_Tips_2024_07_29,0.9833,1.9
Ex_Tips_2024_07_29,1.0,1.83
Ex_Tips_2024_07_29,1.0167,1.72
Ex_Tips_2024_07_29,1.0333,1.6
Ex_Tips_2024_07_29,1.05,1.49
Ex_Tips_2024_07_29,1.0667,1.38
Ex_Tips_2024_07_29,1.0833,1.31
Ex_Tips_2024_07_29,1.1,1.26
Ex_Tips_2024_07_29,1.1167,1.21
Ex_Tips_2024_07_29,1.1333,1.16
Ex_Tips_2024_07_29,1.15,1.1
Ex_Tips_2024_07_29,1.1667,1.04
Ex_Tips_2024_07_29,1.1833,0.97
Ex_Tips_2024_07_29,1.2,0.95
Ex_Tips_2024_07_29,1.2167,0.93
Ex_Tips_2024_07_29,1.2333,0.92
Ex_Tips_2024_07_29,1.25,0.9
Ex_Tips_2024_07_29,1.2667,0.89
Ex_Tips_2024_07_29,1.2833,0.87
Ex_Tips_2024_07_29,1.3,0.86
Ex_Tips_2024_07_29,1.3167,0.84
Ex_Tips_2024_07_29,1.3333,0.83
Ex_Tips_2024_07_29,1.35,0.81
Ex_Tips_2024_07_29,1.3667,0.8
Ex_Tips_2024_07_29,1.3833,0.78
Ex_Tips_2024_07_29,1.4,0.8
Ex_Tips_2024_07_29,1.4167,0.85
Ex_Tips_2024_07_29,1.4333,0.9
Ex_Tips_2024_07_29,1.45,0.96
Ex_Tips_2024_07_29,1.4667,1.01
Ex_Tips_2024_07_29,1.4833,1.06
